gradyear,gender,age,NumberOffriends,basketball,football,soccer,softball,volleyball,swimming,cheerleading,baseball,tennis,sports,cute,sex,sexy,hot,kissed,dance,band,marching,music,rock,god,church,jesus,bible,hair,dress,blonde,mall,shopping,clothes,hollister,abercrombie,die,death,drunk,drugs,cluster,pca1,pca2
2007,U,17.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,-1.391081498198984,-0.5576685514445635
2007,F,17.418,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6830127511349783,0.9889368994006366
2008,U,16.7435,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,-1.4697647913149225,0.4814122429534646
2006,M,18.746,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.316888659231413,-0.058713098493315415
2006,U,19.34,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,-1.4567256093538543,-0.06419167233227319
2007,F,17.563,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,1.3051972227634776,0.2348103280432459
2009,F,15.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.15557880825356948,2.5410260213209344
2008,U,16.7435,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,-1.0983727182290641,-0.5950559044821889
2007,F,17.229,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0.89624168373725,0.1576380456609499
2006,F,19.099,65,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,0,2,0,3,1.136829712029151,-0.7528586822638094
2009,F,15.373,3,1,0,4,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6357974650278,-0.9995312278462514
2008,F,16.7435,144,1,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.6363459309822084,-1.0570708571760041
2009,F,15.316,11,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3,1.139367995135628,-0.9061313166275579
2007,F,18.059,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0.9860747423237453,0.09501088061767576
2006,F,18.68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.14489524605808385,1.4819672420434733
2009,F,15.745,12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.441329891764332,-1.223260232865511
2006,F,18.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0.2964667952123242,3.9363190465206124
2009,F,15.677,111,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0.09945121607962515,-0.6114443224977487
2008,F,16.958,21,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.39602444616274074,1.3608114219259926
2008,F,16.216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,1.2653468096822869,-1.2572423284171075
2007,F,17.383,19,1,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,3,1.0248223217546713,-0.3431646976638695
2008,F,16.402,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3,1.3218163957677769,-3.143531656568181
2006,F,19.576,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.13126370621241895,1.4524297922128848
2006,F,18.68,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,3,1.4534972044133285,0.2394365299605776
2007,F,17.243,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,3,0.515597117706062,-0.0759370595414465
2007,F,17.7,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0.6479609184790813,1.2363220018610903
2007,F,17.465,67,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,3,1.4813083095149422,-2.1280461674605484
2007,F,17.503,15,0,2,0,0,0,2,0,0,0,1,2,1,0,4,1,0,1,0,1,2,0,1,0,0,0,0,3,3,1,0,0,0,0,0,1,1,3,0.812660655498489,0.005842567725291928
2007,M,17.886,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,-3.6033762087334527,-0.4337946526537234
2009,F,15.899,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.9158422002135528,-0.29433449042781573
2008,F,18.2,29,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1.165423786560241,0.1009530433030034
2009,U,15.433,27,0,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,-0.656549149664897,-1.6346018514105787
2006,F,18.281,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1.4751857133214512,-0.041591466157036884
2007,F,17.314,36,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.7631811407426708,-0.8632211987697049
2009,F,16.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6668753463763698,0.3465111955962397
2008,U,16.7435,36,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,1,0,0,0,0,0,2,-0.5144310791395414,-1.7230113083780594
2009,F,15.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1.2654137807293655,0.08776836218780815
2007,F,17.15,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.4846740724285951,0.8901934633479693
2006,F,18.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1.4808237294213336,0.3798745419487749
2006,M,18.68,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-2.80999679714407,0.8672672762800262
2009,F,15.918,84,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1.3046597383877114,-0.5334165728851334
2007,F,17.7,241,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1.5478632193835462,-1.328425122240396
2007,F,18.415,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1.944783292030634,-0.2578760086768929
2006,F,18.453,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.6591432557337376,0.22658393739344837
2007,F,17.522,17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,0.6071399259727528,0.05349575884352638
2009,F,15.406,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,2,2,0,0,0,1,0,1,2,3,1.3492289899400554,-0.2600039363621102
2009,F,15.795,74,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.39649024594711896,-1.3320427233420304
2007,F,17.539,32,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.12467440217016869,1.4593024047816134
2007,U,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,-1.4317141104516853,-0.018153641485383894
2009,F,15.885,67,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,3,1.0969729917571984,-0.24094119584535906
2007,F,17.969,55,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,3,1.471669855426337,-0.4553695768093286
2008,M,16.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.3630479312171278,-0.14030392082220625
2008,F,16.496,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.3860652331235735,0.9744837118205584
2008,F,17.062,27,6,0,0,1,1,0,0,0,0,0,1,3,1,0,0,12,2,0,4,2,1,1,0,0,2,0,0,0,3,2,0,0,1,1,2,0,3,0.7600442081992814,0.12987876079537108
2006,U,18.68,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,2,-0.48843777245709563,-0.3895550803972177
2006,F,18.571,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0.037333966185536235,0.4115731766271246
2006,M,17.596,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.0285125084387263,0.04703099531273152
2008,F,16.583,12,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.448538016777139,-0.13041864339718168
2007,F,17.676,19,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.8201896656325744,-0.11446363385272874
2009,F,15.652,23,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,1.175199396844919,-1.0234550036239034
2009,F,15.795,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,1,1,0,0,2,0,0,0,2,1,0,3,0,0,0,0,3,1.4263066137463125,-1.1173010592491321
2006,F,19.214,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.6163027615228555,0.025847425673886516
2008,U,16.7435,54,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.579280647148429,-1.2940456518300192
2006,F,18.845,35,2,3,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,5,2,0,0,0,0,1,0,3,0,1,1,0,0,0,0,1,0,3,-0.018768010333747066,0.12874906354895377
2008,U,16.7435,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,-2.6254522589631644,-1.4410548964965875
2006,U,18.47,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,-1.3878816115932289,-0.46262828409220397
2007,F,17.295,122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0.32313049793877435,0.2168394018005143
2008,F,16.279,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6478667448357974,-0.030070770259957167
2009,F,15.441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,-0.15441162322958135,0.9316541110985876
2008,F,16.7435,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.2295421495887861,-0.34480027724754875
2008,F,16.561,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0.4300358179041635,-0.9054812619973386
2009,F,16.884,11,6,3,1,0,2,1,0,2,2,2,9,5,2,0,5,3,3,0,10,6,1,1,0,0,11,0,3,2,1,3,0,0,3,0,2,1,3,0.6789189846281087,0.15301031610437388
2006,M,19.107,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-2.5502141489457006,1.2625010743238678
2009,F,18.637,0,1,0,1,0,6,0,0,0,0,0,4,1,6,1,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,0.8040362628183843,0.3118267089826024
2007,F,17.774,74,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,5,1,1,0,0,0,0,0,3,1.441275686851634,-1.0244539471035674
2007,U,17.7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.5383777093625102,-0.13289589769202326
2007,U,17.763,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,-1.64391623627872,-0.7411922073660758
2008,F,16.482,41,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,5,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,1,0,0,3,1.3682757493793327,-0.2760699763453813
2008,F,16.799,79,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.7871838779669372,-1.1646596400603655
2008,M,16.293,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-2.2211577522859733,-0.07661139914728579
2007,F,18.105,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1.2768738502474142,0.6585307376911004
2006,F,18.546,12,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.1723672230924553,-0.9727557836819622
2008,F,17.002,97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,2,0,4,3,0,0,0,0,0,0,2,0,1,0,1,0,0,0,3,0.94074877515526,-0.1408290763073454
2007,F,18.015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0.2802847050118901,0.8789986733703125
2008,F,16.646,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0.7010920866604723,1.059959145201124
2008,F,17.1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,1.4159506868884881,-5.000394679789208
2008,U,16.7435,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,-1.3414797950856636,-0.04905084375935353
2007,U,17.7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2.050677762738615,0.30849091118690225
2006,M,19.247,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.2899953222159803,0.5099376817310044
2007,F,17.566,35,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0.842888115771687,0.4309943972243993
2006,F,18.508,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.14550582858971928,0.8119852197552058
2006,F,19.105,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0.7111685338026263,0.7804002447565852
2009,F,15.795,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0.6245150080216026,-0.03559597481808136
2008,F,16.917,13,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0.9925163202319262,-0.022492470500680307
2007,F,17.7,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,-0.3055277695865504,0.05266872066626906
2009,F,15.751,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.8275227183713569,1.4270712949248667
2009,F,15.795,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1.2671064621728632,0.15529784099530167
2008,M,15.932,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.5954564401796043,-0.1316447677028179
2009,F,19.888,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0.6986936847117063,1.0113740796812327
2009,F,15.795,103,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,1,3,1.6714038479817974,-0.3980755934165831
2007,M,18.105,36,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.36356829031708,-1.8672655578171862
2006,F,18.68,12,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0.8592763990479942,-0.011168515842337022
2009,F,15.198,89,0,0,0,0,0,0,2,0,0,0,4,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3,1.7482466124958576,-0.778141696859644
2006,F,18.683,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.467863793911587,1.0284611904574192
2008,M,17.254,12,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.096186684149275,0.19771642818632262
2008,F,16.394,47,0,3,0,1,0,0,3,1,0,0,0,0,1,0,0,1,0,0,1,0,2,0,1,0,0,1,0,4,0,0,0,0,0,1,0,0,3,0.6700824645128813,-0.7609301440863053
2009,F,16.715,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6206635408479723,0.9402118832441594
2008,F,16.942,73,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,1,2,0,0,0,3,1.4472428265382653,-1.1890694927445922
2008,F,16.474,13,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,3,0.5747331910694221,-1.0886072059468919
2009,M,15.83,80,1,3,0,0,2,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,3,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,-2.4255167230796597,-1.0808204091732587
2009,F,15.165,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.37401308957844964,0.2620033857955735
2007,F,18.045,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4089394932074688,0.8916917418625446
2006,F,18.787,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.3181897679601291,-0.5192350676369832
2006,F,18.68,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1.194642325864102,0.10574381464496617
2007,F,17.7,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1.1692936927649684,-0.376802872331692
2008,F,16.287,48,0,0,0,1,0,0,1,0,0,0,1,3,0,0,2,0,1,0,0,1,2,2,1,0,0,1,0,0,2,1,0,0,1,0,0,2,3,1.0673686118958354,0.3522609461583205
2009,F,15.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6722063130820514,-0.12888140606755155
2007,F,18.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.398952991533349,0.4999894291059262
2008,F,16.463,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.7748072401111592,-0.21995586284564742
2009,F,15.236,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1.4978052754589761,-0.12093467530347658
2009,M,15.756,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.6138942920467843,0.9493727528981983
2009,F,16.0,42,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1.1871907440742868,-0.7235734838541449
2009,M,15.871,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.7667971008683327,0.33659431761946923
2008,M,16.468,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.507293412036231,0.6483872501184762
2009,F,16.471,99,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,3,0.9945747548233396,-1.6832299054022575
2009,F,15.795,4,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,3,1.389019635823665,-0.32578382582060755
2007,F,17.476,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1.518622552289497,-0.527557293187018
2007,F,17.911,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1.178725108149845,0.0910305235670763
2006,F,19.389,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1.116980786507482,0.9301242727645703
2007,F,18.242,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0.6875963386260364,0.17758086104762982
2008,F,16.769,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.17997875234196467,-0.013414658984430986
2008,F,16.917,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,6,0,0,4,2,0,0,0,2,0,0,1,3,1.113748054919574,0.15806229773386177
2006,M,18.68,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.9210741320101479,-0.07507019148703625
